plateifu "count in aperture" distance(kpc) "nth distance" "nth redsuift difference"
68116 1 [0.05825715273618003] "[0.05825715273618003, 1769.5039510693666, 3822.580117436289, 4546.91650346782, 4906.313870256197, 8550.624580061934, 8941.212411380495]" "[-84.56591743048361, -125.88356578230193, -355.91149841629795, -107.67949863626887, -844.3299703861707, 392.5637992809779, -798.2234238796167]"
68156 1 [8.72994220046985] "[8.72994220046985, 1265.7237088586337, 1497.9372374310858, 1575.0425650954983, 2069.872673637999, 2377.8030410346723, 2779.200558698368]" "[0.0005832792144601906, -149.72396014813367, 200.92434475826437, 424.5015601017397, 638.3044198831242, 1.9259705037396733, -727.5411540140587]"
68249 2 "[66.89253562417827, 0.07512234176435935]" "[0.07512234176435935, 66.89253562417827, 350.9114614685739, 367.0492804064658, 614.4779239094738, 1670.4646074414366, 1713.8022910712561]" "[-4.560746083037054e-05, -307.2623627537919, -656.7179103772473, -617.4417978992296, -644.2453323473765, -0.21447388304600493, -679.0854598742259]"
68277 1 [0.10312825519623989] "[0.10312825519623989, 1302.3506829010635, 1420.5339929897198, 2058.117202739597, 2154.7597706345405, 2509.895032085624, 2588.1416488301543]" "[-110.66807039810254, -132.78768720143572, 948.7550304321245, 78.09358732510074, -177.20561103775634, 80.04577808407412, -56.04246719277933]"
68305 1 [0.1906401215232665] "[0.1906401215232665, 867.9167753877184, 2530.4342298063375, 3386.1815466428648, 4188.624227917828, 5824.904490746758, 6040.864263548631]" "[-103.02800430217049, -970.2027543030645, -26.98637707277796, -56.30050924756787, 153.72751943236926, 292.3330633194778, -35.94769208994171]"
68549 0 [] "[1813.5064556585205, 2093.1143240629103, 2576.1873573686207, 2749.4620525257506, 3002.7906008276227, 3069.9159979772467, 3319.0217843247656]" "[932.436068878196, 982.8803207096083, 943.73375864809, 688.4971018656119, 972.6056325044854, 872.4452915275021, 852.8474405901654]"
68711 1 [0.131438592282261] "[0.131438592282261, 2656.464499169493, 4396.933314535264, 6906.706195429463, 7085.887825239282, 7170.341967316212, 8342.093543470162]" "[-75.90159913258582, -154.67271961994797, -634.887076420817, 33.41214885843962, 372.06363847142126, -288.8757829739484, -148.65309250846832]"
68764 2 "[178.46379087836198, 80.42007445427755]" "[80.42007445427755, 178.46379087836198, 640.9924310896937, 1633.955000056533, 1771.5062380453066, 1824.1853961507406, 2997.5986223636755]" "[-34.04921038767168, 674.4262794014863, -223.62167502793142, 61.148009460663104, -366.9982480468101, 119.00343856698801, -60.32114140259692]"
68876 2 "[42.43089437327185, 88.62092685884926]" "[42.43089437327185, 88.62092685884926, 1072.712769920202, 1249.640726623523, 6089.0092086509485, 7097.083597168461, 7890.218157995243]" "[-50.21479000658138, -0.0006018458489947098, 78.78838766447858, 549.9878223792876, 509.86739856615316, 984.8394307545389, 55.650236552115835]"
69131 1 [0.14633596236454535] "[0.14633596236454535, 1167.9906821112756, 1189.30974725828, 1530.5439793622488, 2536.499830779582, 2929.062654003784, 3023.670220645098]" "[-892.6629947754906, -120.84405220174955, -798.3971977492289, -63.591702620507945, 97.30768104384673, -0.0003171422796152857, 70.51308110718263]"
69169 3 "[0.19726821774490033, 155.88725494956003, 181.0013935326866]" "[0.19726821774490033, 155.88725494956003, 181.0013935326866, 503.42720919637986, 559.3061688045642, 584.7277452477089, 648.1594396169892]" "[30.8068619382779, -658.046207006966, 0.0006663458744919233, 375.11389731981853, 696.4235001448492, 97.14560969744127, 726.9683612763832]"
69278 3 "[182.91644187352438, 0.11413932317120579, 19.21426735262803]" "[0.11413932317120579, 19.21426735262803, 182.91644187352438, 408.71317112294923, 446.92239961136806, 485.418481787402, 938.4429732185453]" "[326.98690293683023, -62.376873852045186, -217.76366393156434, -104.57233795704032, -0.0005819354661825791, 223.19244941425237, 390.4286353477231]"
69314 1 [0.11599109457267531] "[0.11599109457267531, 583.1419699957203, 724.6554757873438, 844.1091659542252, 1362.1520499466274, 1377.746571300913, 1756.86898025713]" "[-19.804486317575833, 741.143389409571, 884.8103340516379, -0.0011416161366907048, -19.30415367454376, 35.31251501929674, 155.17792107140932]"
69380 2 "[88.31829346520185, 36.92470279134901]" "[36.92470279134901, 88.31829346520185, 302.62895611990444, 459.4915570391608, 494.2457219542892, 536.3104558331416, 610.0673120166842]" "[-463.68473332682026, -444.3995902913786, -397.6698616089053, 269.45447541037424, 297.26537602819724, -21.71902018345668, 235.91878656000122]"
69717 2 "[91.63757309178898, 204.93182604116237]" "[91.63757309178898, 204.93182604116237, 1033.803736259415, 1075.4367096294081, 1112.9488347929826, 1378.618154204821, 1845.9844744492482]" "[-58.04628043034875, 467.16674345321746, -86.05820755653285, 543.70200244203, 922.0863814325834, -159.92428123988412, -231.05192715378308]"
69726 3 "[150.68037547873502, 0.1135437671965476, 248.7143846694661]" "[0.1135437671965476, 150.68037547873502, 248.7143846694661, 355.91279840282715, 365.9095937915065, 485.6382194430315, 614.8975753310608]" "[-125.50269385340528, 49.64500199801011, -301.25346922990394, -965.7666952683599, -100.4949962132843, 93.4643135649888, 0.0003889443008438105]"
69956 1 [0.06206073617380366] "[0.06206073617380366, 866.3099860287977, 1413.5544542202167, 1639.4718886014832, 1684.7084561652428, 1946.118032408563, 2878.2634702632]" "[2.481691548550863, 161.80190030833555, -80.60479798496291, -12.876733690237264, -371.2712600521497, 70.83740527493728, 0.0001309842266032726]"
69982 1 [38.47976489567346] "[38.47976489567346, 357.66126660311465, 3544.2251348411164, 3861.7772312715438, 4628.545475334278, 4749.380649799511, 5679.210948657376]" "[-932.0294264216402, -24.622571214077855, -867.6920092346052, 271.5698862051686, -935.3843354833999, -752.5708287798146, -947.0170694338957]"
70002 1 [0.6385493412231472] "[0.6385493412231472, 315.3932543524072, 347.3888939095765, 526.42831988126, 1457.4395949268403, 1584.0963286379963, 2542.167895199319]" "[0.0008995923734174435, -315.7603716018909, -625.5757254044079, -771.3087758268529, -80.99938150992627, -190.8134621439838, 195.9079328738785]"
70019 1 [0.24659486577545897] "[0.24659486577545897, 347.6320578318703, 3204.069697024557, 3656.26498791756, 4315.309872276342, 4486.280968508873, 5529.333511522807]" "[-843.0700546590695, -810.6467124882945, -907.4074718461045, 296.1918407807043, -910.7623809078642, -0.0006166385421050433, -922.39511485836]"
70083 0 [] "[551.956999371499, 641.6193876425893, 643.6809818681513, 737.9044791080568, 748.7994362213155, 957.7690155589188, 1019.8530719958367]" "[800.5501305817428, -80.52225203051535, 83.1591151467699, -661.5279496818346, -561.2592777531233, -7.024726945826086, -540.2754607220304]"
70085 1 [16.74521266470036] "[16.74521266470036, 971.5006284028653, 1270.180495512447, 1588.2935592892811, 1628.1070011717989, 1805.3939714356263, 2106.9881576732096]" "[0.0007713299588114594, 891.6493819098815, 328.29046125086103, -837.855379240404, 384.33665178193604, -71.89524257145368, 801.4666566312209]"
70246 1 [0.1975447691140294] "[0.1975447691140294, 2651.937557572258, 3629.8955281025037, 3677.043496228847, 3764.6633362120338, 4131.027617872337, 4737.769905249845]" "[258.0151502693721, -0.00013958423055762854, -459.93762257507655, 207.617804623244, 174.2719741418787, 206.29326329593144, 275.70771663301963]"
70294 1 [0.11324831415600616] "[0.11324831415600616, 565.5183203094817, 571.9320644490983, 642.9204985111942, 670.1588266971766, 933.8033836779788, 1021.2927470979921]" "[568.6417490573369, 800.018792925223, -270.48310214357144, 650.5444158193909, -85.01157827387819, 0.0002984841608111767, 194.92006824682582]"
70392 1 [253.5578203441217] "[253.5578203441217, 560.1548060980227, 781.3691157725043, 981.7674548202676, 1763.0853656367458, 1882.3401650701014, 2066.9548935724124]" "[234.19663661650836, 90.73071848280252, 231.91386893267452, -111.42153832512079, -118.42172807182847, 218.82927686623754, 347.1065254793268]"
70398 2 "[0.46976736718904355, 210.68262743720607]" "[0.46976736718904355, 210.68262743720607, 352.59396864828875, 450.17899619159715, 485.4172333710307, 490.0725835127531, 606.8613411897766]" "[-786.9433473912272, 119.31318946293558, 400.27453843202255, -87.70390884732637, 568.8307984370646, 123.86532306337918, 316.6698472325113]"
70734 1 [88.81167890247505] "[88.81167890247505, 472.57798761814746, 812.0790463644981, 914.5019166161419, 1088.327371835986, 1232.0815467478462, 1395.158862650177]" "[7.649019276966512, 499.16888354527686, 266.18027716869597, -50.979245072613296, 19.34206117997056, 62.10933401985949, -113.10983792341762]"
70772 1 [0.13798523957172168] "[0.13798523957172168, 471.49218976359157, 503.79828331005416, 623.352019515331, 731.30725351164, 806.8914790039648, 1353.3163731760756]" "[351.35418894156214, 5.762802954757443e-05, 997.1250435171514, -406.38172990754845, -25.990436275190152, 729.6637413984477, 8.398498421782218]"
70847 1 [0.18072169164283147] "[0.18072169164283147, 763.0592105106437, 937.8530057292511, 2874.7056564536756, 4481.794593116516, 4495.792067856908, 5214.1009494590835]" "[37.824210298494386, -138.94956664277524, -262.4155808224222, -380.0830970497867, -95.17939488895148, -225.5115811430654, 272.9135436874488]"
70964 1 [75.46414244082973] "[75.46414244082973, 667.7507513431551, 796.7180770977008, 2231.081312678794, 3140.0523290269457, 3194.79024949664, 3790.3667826926476]" "[25.01652137052288, -175.81789499369987, -231.11135293235608, 13.117985703416373, 76.51504555689564, 613.5707644108014, -38.19961462543139]"
71080 5 "[115.63512003790076, 0.10060513207666436, 162.6771407722948, 250.75744884496248, 269.42704027676353]" "[0.10060513207666436, 115.63512003790076, 162.6771407722948, 250.75744884496248, 269.42704027676353, 329.0473133547074, 334.3612832336908]" "[-688.9405198349922, -129.3653647889017, 140.65120761385867, -377.12160183247613, -0.0003394027917564458, -310.5014169616072, 315.6983902110935]"
71223 1 [0.11238236513874464] "[0.11238236513874464, 1349.333178189271, 1528.487889836903, 2084.083480500044, 2349.229679917464, 3098.9453349082983, 3150.9562060115904]" "[610.3427567975305, 551.1962907819532, 15.380235396274152, -195.21066750707405, -601.4226993244804, -0.0005261212207635168, -379.34201465435996]"
71305 1 [0.06839773587279167] "[0.06839773587279167, 826.8878506878261, 1537.9512240701843, 1688.1533300787298, 2002.15239081413, 2080.0215748258333, 2272.2006495067562]" "[-62.48720554252389, 23.726363009940354, 228.79127056122894, -504.13797715612174, -217.5300169299585, 471.3900608514058, 557.1770064805704]"
71306 4 "[0.04296053007224719, 201.31416545957532, 236.8612558134041, 166.2935574748942]" "[0.04296053007224719, 166.2935574748942, 201.31416545957532, 236.8612558134041, 331.92645039505294, 334.8436596163046, 355.40882801679453]" "[533.3648253063867, 154.37401634894414, -185.79410658822852, 256.47761357341807, 58.995872643084354, -0.0009403051574753372, 99.62556361073356]"
71309 1 [0.05794439924030088] "[0.05794439924030088, 987.513746267539, 988.3505640638742, 1042.2523805849555, 1860.3157273979564, 2308.943395114914, 2462.1246162097227]" "[-203.71972898343552, -132.81767948447515, -378.12139312604415, -32.360266000691546, 0.0005345897043790545, -192.62753297764408, 582.0057807131524]"
71369 1 [29.654368914438145] "[29.654368914438145, 714.3391366872021, 1197.0510774022107, 1484.44620095985, 1764.9526623838933, 2199.6272225589105, 2212.2438257528215]" "[-115.13241004185501, 234.9061144558477, 846.069138803138, 732.3998164642887, -760.8652929436428, -6.144771102632687e-05, 198.47564388507482]"
71422 1 [0.12084371806224707] "[0.12084371806224707, 553.9972560763213, 839.4326169099417, 937.3149281072992, 1211.941761046767, 2389.999804419059, 3396.999147544676]" "[-171.3315837045194, 204.48970730442986, 0.0010757437764218896, 185.8299800727783, 272.15969727451784, -187.50081586036396, -461.37039634004543]"
71520 1 [7.86359423282655] "[7.86359423282655, 1142.0618173537061, 1156.9544782222176, 1808.3055041791554, 1851.0128348494457, 2330.236196486907, 2629.6517542818333]" "[1.875533618223013e-06, 81.64356780458883, 164.3414060886045, -30.104834565476615, -306.4716110045771, -15.117191553221188, -322.6162732538442]"
71546 3 "[0.14188576124620542, 34.60003963097034, 233.9416022589382]" "[0.14188576124620542, 34.60003963097034, 233.9416022589382, 323.3527815858797, 324.8155557314821, 377.1940375975131, 379.2457475253968]" "[-759.6209687527611, 87.6856613384441, -652.2839814272864, 0.00013201920246959302, 367.3872441884682, -46.95966033395076, 193.22234460015153]"
71580 1 [0.23555022786947283] "[0.23555022786947283, 1615.7792999933326, 1910.9843106916435, 2226.0923536893397, 2505.5396906239857, 2902.1415723942387, 3323.9860635531627]" "[-352.26543824167993, -86.47265614237337, -65.70438420080094, -877.1411843167737, 236.02300308198778, -248.62063778643756, -38.53006752612143]"
71785 1 [11.120598597406849] "[11.120598597406849, 1124.202581057839, 1234.2992143198921, 1530.703742964978, 1545.8914846768225, 2397.129092462166, 3131.801037352635]" "[99.09208174579076, 140.38292656316094, -106.48656021575398, 76.70666322584681, 96.54574597321681, 308.76719722216063, -0.0005851090080238468]"
71927 1 [0.08546900786505578] "[0.08546900786505578, 816.4103061125697, 921.5893013009941, 959.2409438096, 2309.112734286739, 2723.78495899129, 3349.8958501939233]" "[-0.000551349419537657, 193.4137532284079, 42.92977632502895, 110.62210257382374, -893.6348571063759, -79.69639377524274, 139.2527446201859]"
71982 1 [0.05112311225055785] "[0.05112311225055785, 594.6851100251977, 599.0151703649856, 605.6162737259352, 627.9956644966998, 798.8727025728494, 924.6570536474626]" "[-0.0004729201328697521, -19.218607119454138, -407.0657505841386, -21.831951728148454, -450.89623029047067, -806.2061165629756, 275.52869306746305]"
72009 1 [151.4515082581519] "[151.4515082581519, 375.5598599902353, 1007.8884618021401, 1428.395661328542, 1696.813839203847, 2598.4348315943353, 3199.655234021989]" "[-614.5122656465896, -257.413243449671, 13.981477349298299, -478.2967035811075, -768.7978771858641, -736.5130199430713, -677.129789373202]"
72109 3 "[0.08926616821093888, 117.91674069523421, 66.2920889958886]" "[0.08926616821093888, 66.2920889958886, 117.91674069523421, 310.7327208879098, 388.18046590459096, 530.7799533184588, 584.4356699558664]" "[460.08830874297564, -481.50868828106866, 315.1895183302293, 7.675918048446871, -162.56338055715162, 5.587085882569488e-05, -352.2050876614024]"
72587 1 [167.77190776759772] "[167.77190776759772, 340.4123578388633, 522.2704816446726, 571.99541151163, 664.8915367232228, 726.2208889698159, 763.8236022651607]" "[-80.13539351576316, 40.60559466165554, 838.6987018781925, 36.004321248057, 600.2924311012799, -7.330293070984366, 514.2374501276339]"
72594 2 "[21.29737953206949, 202.84033596468902]" "[21.29737953206949, 202.84033596468902, 410.05914323627576, 534.1955992977227, 567.9572309041163, 660.0063568483283, 721.1884557686385]" "[303.15420863890915, 210.48768916805355, -472.21173499347003, -303.7559882426086, -258.89580608789356, 879.6490948053922, 835.7382044957158]"
72607 1 [0.6473345996251347] "[0.6473345996251347, 5613.326347298818, 5684.426753487932, 9188.273886001009, 9304.260963535022, 9406.44129446115, 9597.368631007837]" "[4.574467877821221, -415.90151152174064, -797.4319553681452, -516.3209533317226, 385.1355172283511, 454.6549510753612, -2.0013291694221947e-06]"
73271 1 [0.23287243309140565] "[0.23287243309140565, 1866.3456250737916, 5093.61249293139, 5594.650763495045, 5621.053151812303, 5719.182396485025, 5928.955840961481]" "[-245.046549896428, -901.5321173676639, -632.5541819247693, 0.0002965400129506473, 195.20150341438352, -737.0834990168005, 176.85001682888566]"
73491 3 "[175.22771754328164, 27.227976505813512, 142.9530826685369]" "[27.227976505813512, 142.9530826685369, 175.22771754328164, 470.08959896719847, 494.96596639608424, 532.9182324951956, 571.8822163387]" "[-265.607305494916, -236.947626286235, -685.6991009007211, -605.5185612269605, 8.549112423023147e-05, -648.9313525214757, -638.6119917589392]"
