MANGAID,plateifu,identified_mangaid,stellarmass_1.0re,o3_lum_1re,dn4000_specindex_1re,hd_specindex_1re,sfr_1re,stellarmass_0.5re,o3_lum_0.5re,dn4000_specindex_0.5re,hd_specindex_0.5re,sfr_0.5re,stellarmass_0.3re,o3_lum_0.3re,dn4000_specindex_0.3re,hd_specindex_0.3re,sfr_0.3re
1-28052,12070-12704,1-28052,10.38637073,40.30782009,1.291634917,5.760955334,0.575548984,10.01459269,39.68019776,1.303538322,5.70898962,0.19521804,9.648320974,39.21304924,1.304840088,5.723089218,0.075880584
1-28070,12070-12702,1-28070,10.50170594,39.36376417,1.714880347,0.74155724,0.017854864,10.27435332,39.03693145,1.751773834,-0.60217154,0.008941697,10.0086479,38.69463445,1.768664598,-1.08233726,0.004360633
1-280716,10507-3703,1-280716,10.43300875,39.01053385,1.902993679,-1.402596712,0.003174578,10.16727063,38.86330933,1.975247502,-1.915412426,0.0012305,9.831720315,38.65593258,2.017375231,-2.391674042,0.000533308
1-280728,10507-9102,1-280728,10.83360143,39.73100793,1.500471473,3.031050205,0.268767692,10.56627633,39.45668349,1.595966101,1.857925415,0.121572469,10.27778268,39.19006328,1.598360777,1.549874187,0.067860506
1-280965,8259-1901,1-280965,9.470736923,38.49462409,1.612899184,2.49602294,0.004385637,8.900732343,37.92319413,1.611619234,2.557074785,0.001235719,8.209492683,37.24380761,1.611619234,2.557074785,0.000257125
1-28102,12070-3703,1-28102,11.15252035,39.18167688,1.980456114,-1.496509314,0.006825686,10.77135578,38.7581107,2.012754917,-1.351219535,0.002722343,10.47223245,38.40178666,2.006469011,-1.351219535,0.001447621
1-281037,8259-6103,1-281037,11.04043159,40.11634031,1.647457957,1.287613988,0.432605014,10.83040507,39.8673216,1.652126312,0.953844309,0.283636975,10.56217437,39.58234724,1.647271395,0.970744252,0.163592764
1-281050,8259-6101,1-281050,9.873827884,40.32428943,1.224627972,6.23323679,0.358808785,9.488791593,39.8164025,1.272645354,5.838519096,0.128781395,9.0559766,39.36839688,1.295901537,5.623021126,0.04889607
1-281105,8260-1902,1-281105,9.187698284,37.90755686,1.833252549,-0.592098594,0.000343158,8.769044578,37.62226401,1.838983893,-0.884249926,0.000180427,8.440670047,37.18373272,1.854495168,-1.004226446,5.14E-05
1-281125,8260-1901,1-281125,9.198112644,40.06870176,1.438981533,3.390916348,0.033363947,8.768633383,39.69059981,1.425146341,3.649800539,0.013740498,8.317610346,39.23413408,1.430297375,3.688794613,0.004773973
1-281126,8260-6101,1-281126,10.01051932,41.25361328,1.189597011,6.541310787,2.555431911,9.546502537,40.58289072,1.204764843,6.601943016,0.606980508,9.110437945,40.06609418,1.218869686,6.653978825,0.19318739
1-281234,8259-12705,1-281234,11.48247836,40.81576833,2.020553112,-0.4898642,0.10154072,11.30076119,40.39410268,2.026454449,-1.511682749,0.047305117,11.12662478,40.12220521,2.044888973,-2.038900375,0.02680627
1-281312,8260-12701,1-281312,9.896842703,40.47455843,1.328849077,4.990025043,0.679312368,9.617589915,39.59980135,1.453190207,3.548229694,0.146762748,9.336518465,39.08589011,1.525396109,2.376817703,0.03934552
1-281351,8260-3702,1-281351,10.60923942,39.00794232,1.941073537,-2.114632845,0.001190898,10.25422671,38.67952024,1.94833982,-2.296442032,0.000390814,9.843975178,38.30049996,1.950725675,-2.084447145,0.00014798
1-281404,8260-12704,1-281404,9.614325341,40.70815607,1.254399776,5.470762253,1.018843366,9.239969047,40.12458248,1.276419878,4.970231056,0.359133936,8.866628441,39.6133811,1.30087769,4.44715786,0.128102138
1-281439,8261-12701,1-281439,10.90581152,40.11552113,2.019724369,-1.874118209,0.09758342,10.63815299,39.89385147,2.056290388,-1.874118209,0.059420841,10.36811639,39.63609016,2.064457417,-1.773379803,0.034502264
1-281828,8260-6104,1-281828,9.668530892,39.73745191,1.340654492,5.080758095,0.165368535,9.329699694,39.23466194,1.380806923,4.712559223,0.05390552,8.912312337,38.73938468,1.399922132,4.745877266,0.017309468
1-281883,8260-12705,1-281883,9.349461975,39.63146349,1.32396841,5.61410141,0.064226365,9.004798668,39.19849698,1.362717748,4.80513525,0.024575779,8.642328727,38.77597174,1.395166278,4.685647011,0.010134172
1-281886,8260-6102,1-281886,11.03201916,40.35368538,1.89101243,-1.938956976,0.217187954,10.79872434,40.14037225,2.053825378,-2.693511963,0.111322983,10.50379885,39.82664964,2.081472397,-2.803937674,0.057235043
1-281900,8260-3701,1-281900,10.90578773,39.62371525,1.894731283,-1.567948341,0.008256898,10.62196405,39.4569753,1.931744456,-1.76679337,0.003138484,10.26993282,39.09783968,1.966704488,-1.784041047,0.00117138
1-281907,8260-12702,1-281907,9.504242615,40.71628807,1.354417086,7.298019409,0.405871265,9.068561394,40.18054728,1.32007575,6.949917793,0.136187002,8.69512632,39.55775712,1.307454228,6.73876524,0.03966262
1-28191,12070-6104,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1-281927,8260-3704,1-281927,10.23709055,39.5878571,1.889543772,-1.21934545,0.01660994,9.98170334,39.37295426,1.933507204,-1.46727562,0.009127397,9.688792337,39.11172441,1.937312961,-1.622653604,0.004938981
1-281931,8260-12703,1-281931,9.6414823,40.07737662,1.275639176,5.475272179,0.287029524,9.295556373,39.51590167,1.314151406,5.150846481,0.101539934,8.92529234,39.00238086,1.327284455,5.11497736,0.0346785
1-281935,8260-3703,1-281935,9.420208402,39.5178088,1.356942177,4.219509602,0.09117794,9.071741958,38.83611727,1.449352026,2.855405807,0.020491964,8.717427006,38.36941486,1.487299681,2.759392738,0.007070678
1-282014,11755-12702,1-282014,9.614938398,39.76199046,1.312359452,6.242686272,0.151691663,9.169730943,39.22987474,1.33142674,6.203201771,0.048263473,8.640717361,38.63901255,1.336375713,6.165062428,0.012862376
1-282020,8262-6101,1-282020,9.365344973,41.17282866,1.274573684,6.306853294,1.962649069,9.028904957,40.70471488,1.275377512,6.202991009,0.775771796,8.637706354,40.29255366,1.275840163,5.73521471,0.326837725
1-282021,8262-3704,1-282021,8.949740741,39.81552261,1.293380022,5.970701694,0.150352813,8.397936071,39.33534771,1.28552568,6.352612495,0.048073324,8.116432937,39.02733604,1.28552568,6.352612495,0.023285577
1-282035,8262-1902,1-282035,9.237345301,39.47073762,1.187242031,6.810763836,0.031280042,8.610413338,38.87967487,1.179791451,6.871694088,0.0079265,8.303890485,38.52251429,1.18245244,6.871694088,0.003503174
1-282043,8262-6103,1-282043,10.59053642,40.45859533,2.00787735,-2.002468824,0.110020106,10.2375824,40.18698105,2.002240419,-2.073309422,0.049914337,9.899243302,39.87415536,1.996162891,-2.104941368,0.021547001
1-28205,12070-3704,1-28205,9.802595907,39.25770142,1.252669811,6.113275528,0.120428352,9.208604765,38.68575573,1.256405354,5.92687273,0.033523053,8.774682573,38.2255558,1.246932864,5.92687273,0.011689154
1-282106,8263-3701,1-282106,9.980226201,39.14293253,1.449857712,3.25212431,0.106530103,9.53093229,38.738783,1.451687694,3.237641573,0.039475608,9.107939615,38.32539528,1.452022195,3.399243832,0.015111513
1-282114,8263-3702,1-282114,11.17514753,40.02597552,1.955740571,-1.927683234,0.045681791,10.79497983,39.6473774,1.963844299,-1.879039168,0.023576989,10.45254712,39.30018913,1.967256188,-1.848233819,0.010684149
1-282144,8261-12704,1-282144,10.19711841,39.87834612,1.375001311,4.952035427,0.25566495,9.832273846,39.37532859,1.40145874,4.511754513,0.086394423,9.476701093,38.96947899,1.406759262,4.246353626,0.034044288
1-282147,8261-12703,1-282147,9.830563442,40.82785339,1.155160785,5.819443226,0.773293057,9.459286121,40.51808615,1.141996145,5.802379131,0.399791723,9.123227857,40.23993655,1.144307971,5.770500183,0.213981661
1-282150,8263-9101,1-282150,9.475512415,38.92885088,1.391791463,3.579633236,0.035904571,9.042375007,38.3608488,1.433305025,2.953651428,0.010267755,8.632981712,37.94564846,1.444439411,2.732152939,0.003953001
1-282151,8261-1902,1-282151,10.14350253,38.96967749,2.00500226,-1.932863116,0.001551346,9.663078165,38.5608092,2.038303375,-1.947184205,0.000360997,9.490310033,38.39455974,2.038303375,-1.947184205,0.000159959
1-282186,8261-9102,1-282186,9.379638257,39.61962606,1.278984189,5.919432163,0.069596662,8.910844238,39.16356856,1.275124311,5.701288223,0.026356749,8.563147721,38.81467517,1.272556663,5.271235466,0.012132018
1-28227,12070-12705,1-28227,11.51418803,39.54658684,1.889431596,-0.591287136,0.3328889,11.27914962,39.25905497,2.00922966,-1.102890372,0.001877503,11.02904274,39.0052772,2.021746159,-1.967078567,0.001003987
1-282449,11755-1902,1-282449,10.98175406,40.14085478,1.837874651,-1.143144488,0.128361829,10.76856249,39.9328385,1.920034766,-1.876982927,0.059117229,10.49138085,39.65165303,1.941421628,-2.009105682,0.031213172
1-282450,11755-6102,1-282450,10.87909593,39.4944471,1.983957529,-1.452157259,0.01372824,10.5788979,39.1224776,2.008592367,-1.89653337,0.006782522,10.24113924,38.74658583,2.01041317,-1.937182188,0.002869349
1-282462,11755-6101,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1-282472,8988-9101,1-282472,11.01212386,39.92064236,1.56590426,1.905477047,0.409235366,10.71406204,39.58109577,1.74304688,-0.079092182,0.128707912,10.3718122,39.26631792,1.748482585,-0.158283621,0.064400042
1-282509,8262-12701,1-282509,10.10398536,39.04847827,1.574629903,2.935704708,0.077748505,9.668860791,38.52315332,1.624934912,2.747253895,0.024820711,9.307739784,38.08990595,1.638492942,2.747253895,0.010275557
1-282527,8262-6102,1-282527,10.45559262,38.9270153,1.862835884,-1.097765207,0.004038624,10.14520243,38.58490709,1.893821597,-1.17131865,0.002038476,9.788645949,38.222219,1.895879388,-1.220645785,0.000887022
1-282528,11755-3702,1-282528,10.43872832,39.07682452,1.951994896,-1.328904986,0.002631858,10.0410724,38.65355943,1.9544034,-1.839396954,0.000934821,9.714016952,38.31528421,1.953988671,-1.963943839,0.00036485
1-282540,11755-12701,1-282540,10.452149,39.70206322,1.311215997,4.910528183,0.41904319,10.13300379,39.16427847,1.373800755,3.75586462,0.152174991,9.837155197,38.82775994,1.387041092,3.479197979,0.080061247
1-282582,11755-3701,1-282582,11.33679112,40.63027874,2.00601387,-1.536940694,0.155069442,11.07117683,40.36361175,2.028468609,-1.810080528,0.103939626,10.78605466,40.07054178,2.034731388,-1.965540648,0.053316729
1-282598,11755-9101,1-282598,9.554091579,40.33670454,1.257239938,6.217954159,0.273181002,9.032966196,39.61749564,1.280797124,5.714763641,0.060020719,8.659950023,39.07820698,1.290271759,5.479932785,0.020152909
1-282600,8464-9101,1-282600,11.42623642,40.549663,1.943053961,-1.599797726,0.194784878,10.88301777,39.91217543,1.921540499,-1.479596615,0.034616505,10.48871285,39.50969831,1.909477472,-1.564642668,0.006991617
1-282627,11755-9102,1-282627,10.55196122,39.70799127,1.431471467,3.438938618,0.308734962,10.24086557,39.22873846,1.584213614,1.488292456,0.060051711,9.970640313,38.87336212,1.653793693,0.719077587,0.016965708
1-282637,11755-6104,1-282637,10.39699015,39.90014741,1.481015921,3.34333086,0.191374369,9.936429099,39.50650661,1.481753826,3.195895195,0.06412228,9.444467488,39.06867165,1.488523841,3.195895195,0.021985954
1-282653,8341-12701,1-282653,9.684775206,39.70679589,1.309842587,5.813766003,0.123915215,9.226985288,38.99762377,1.365206122,5.030319691,0.030615984,8.857184039,38.53536639,1.384361506,4.407541752,0.012043849
1-282665,8341-6103,1-282665,9.772546243,39.87455625,1.418641925,3.021217585,0.068069393,9.381352017,39.38020965,1.477048874,2.1898036,0.022145244,9.002921835,38.96768028,1.495984912,2.095183134,0.008644292
1-282708,8464-12703,1-282708,9.524595174,nan,1.373392701,4.208362579,nan,9.106760398,38.67080449,1.393151522,3.843597889,0.015015566,8.729651683,38.16208063,1.432724833,3.97906661,0.005030772
1-282712,8464-12704,1-282712,10.19369631,40.00031899,1.241762877,5.67082119,0.524884985,9.830492165,39.35316948,1.290926933,5.594032288,0.151515704,9.402626408,38.91790679,1.304527164,5.520970821,0.053868665
1-282762,8263-6104,1-282762,10.69439768,39.65715495,1.548869967,2.128634453,0.215432776,10.32389919,39.32924477,1.655301332,1.129952431,0.051241162,9.969790196,38.97659069,1.679728866,0.84644556,0.019639717
1-28290,12070-6103,1-28290,10.06776808,39.66179062,1.282425642,5.264715672,0.164991179,9.680540546,38.91719654,1.335466385,4.705622196,0.045885383,9.386751333,38.53880956,1.349509478,4.486729622,0.021005064
1-282996,11750-12704,1-282996,9.344492717,39.65377632,1.321466684,5.043691635,0.090428372,8.980450443,38.91253807,1.373270273,3.895740271,0.023688196,8.651838062,38.46783987,1.396214604,3.175998926,0.009441649
1-283039,11953-12701,1-283039,9.758474221,40.07635372,1.356827378,5.832159519,0.403774636,9.358544433,39.51613361,1.381298184,4.912866116,0.141350589,8.990818271,39.07348217,1.387341738,4.265571594,0.055922022
1-283072,11755-3703,1-283072,9.664699887,40.24689606,1.237569451,5.584527493,0.570690882,9.230181,39.63909825,1.284072161,5.329396725,0.161508695,8.699616831,39.06498441,1.303603172,5.24519062,0.044423778
1-283108,11755-12705,1-283108,9.821001684,40.87042343,1.401218891,4.995540619,1.604151848,9.460022767,40.42181148,1.414467573,4.71552372,0.594518149,9.064642602,39.81074112,1.423581004,4.295806408,0.180899294
1-283130,11953-3701,1-283130,9.540443635,39.09692472,1.687656283,1.041525841,0.010121985,9.097947618,38.66718846,1.687656283,1.066931605,0.003706735,8.696349598,38.2161821,1.689569831,1.066931605,0.001407679
1-283152,11953-3704,1-283152,10.58393694,40.39098326,1.804674149,-0.104103565,0.347964532,10.21644037,40.06181209,1.867113352,-0.844428301,0.103284532,9.856570779,39.71920795,1.884321928,-0.854529023,0.042787649
1-283164,11953-1901,1-283164,9.267783451,38.86864162,1.745354056,0.278110087,0.003635192,8.878596636,38.47258495,1.74965024,0.303078592,0.001505972,8.040647507,37.60356685,1.742835999,0.250122607,0.000197496
1-283246,8341-3703,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1-283278,8341-12703,1-283278,9.465202352,40.18919895,1.202032089,7.345549583,0.142157944,9.157497243,39.86933273,1.21901679,6.727228165,0.068688487,8.838115466,39.53223022,1.221887112,6.433207989,0.031686022
1-283286,8341-6104,1-283286,10.47908159,39.31672451,1.817818284,-0.524200618,0.003630329,10.20114776,38.96001497,1.850762963,-0.796723783,0.001111601,9.902837622,38.63954863,1.867085218,-0.877241433,0.000448981
1-283550,11953-1902,1-283550,11.22697871,39.32809459,2.048459291,-2.091599703,0.009982215,10.95811527,39.01229777,2.095375538,-2.18584156,0.006741625,10.60061959,38.59303101,2.128412247,-2.256263494,0.003420446
1-283565,11750-12703,1-283565,9.082200066,39.97514559,1.283416748,6.604024887,0.071931274,8.726787573,39.46140352,1.275477886,6.156287193,0.026918728,8.416661826,38.90453829,1.297949076,6.406435013,0.008725367
1-283580,11750-3703,1-283580,9.763211687,39.4776708,1.689292431,0.66215086,0.043615218,9.363695622,39.11933273,1.680737257,0.64495796,0.020965329,8.947907898,38.73508682,1.682977319,0.64495796,0.008249512
1-283635,11953-12704,1-283635,9.762012667,39.85131251,1.245630264,5.834229469,0.167098712,9.420733603,39.17573168,1.297448397,5.262397766,0.051638518,9.091369876,38.69793455,1.323437095,5.142464161,0.018462025
1-283638,11953-12705,1-283638,9.343066584,40.20510454,1.268300772,6.295519829,0.217584941,8.836983553,39.87830556,1.282150269,5.787336349,0.101729581,8.454984871,39.45975724,1.299801469,5.162164211,0.038620903
1-283662,11953-6104,1-283662,10.62597942,38.84569341,1.982159138,-2.738814354,0.000780971,10.29908623,38.50463233,1.969943404,-2.094344378,0.000361566,9.98217125,38.06517597,1.960505605,-1.955746889,6.68E-05
1-283673,11953-9102,1-283673,11.21153333,39.66827116,1.93980372,-1.293329835,0.010593018,10.98772086,39.51311918,2.01532197,-1.678838134,0.006352555,10.73018394,39.19778162,2.047086716,-1.853270173,0.001903413
1-283711,8317-1901,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1-283903,11760-1902,1-283903,10.08367222,39.0512073,1.2797755,6.060266495,0.076093056,9.705462537,38.67058739,1.278355122,6.077335358,0.032343078,8.787684441,37.76023985,1.271708369,6.077335358,0.004068996
1-284031,8465-6101,1-284031,11.44558828,40.42399678,1.937106252,-1.530809879,0.03115173,11.21106485,40.16095433,1.978173971,-1.84800601,0.013465204,10.95630524,39.85741828,1.998816848,-1.931716919,0.006921889
1-284048,8465-3701,1-284048,10.25985855,40.79591646,1.174813271,5.939577103,1.614134428,9.83406575,40.30547007,1.156813145,5.622531414,0.587891696,9.456119789,39.93458139,1.148418307,5.598966599,0.25808217
1-284174,8317-3701,1-284174,9.54084874,38.85992029,1.614908695,1.333463073,0.006765712,9.153872099,38.41024829,1.677563906,0.747502267,0.002183077,8.801447992,38.01973276,1.683814883,0.667726576,0.000865293
1-284197,8317-6104,1-284197,9.57171349,39.59184918,1.333292842,5.650527954,0.051617986,9.17269299,39.22502767,1.369278073,4.958430767,0.023299367,8.804314147,38.62348891,1.40444231,4.938604832,0.007049834
1-284230,8317-3704,1-284230,10.17659381,38.49263085,1.79037118,-0.548072934,0.004253795,9.799507889,37.93434397,1.793117285,-0.744457662,0.00176326,9.410878575,37.49590699,1.792241573,-0.760450125,0.000813658
1-284271,8324-6101,1-284271,11.40806901,40.14218307,1.741117954,0.203821346,0.197952917,11.05770975,39.80425699,1.773179173,-0.025954695,0.082570881,10.63976316,39.41602349,1.798730254,-0.078709617,0.030967654
1-284284,8318-3702,1-284284,9.342791333,39.08211457,1.381955862,5.347660065,0.04705772,8.877008172,38.57053173,1.395530462,5.093850136,0.014324249,8.447232986,38.087919,1.416910172,4.877929211,0.004735589
1-284291,8318-6101,1-284291,10.65202893,40.21464346,1.299909472,5.087319374,1.324684832,10.29666336,39.63915878,1.32066524,4.560726166,0.456782792,10.00982846,39.32438795,1.313471317,4.467909813,0.262759593
1-284292,8324-9101,1-284292,10.3488787,41.30911272,1.280072212,5.790578842,12.63085503,9.998891668,40.61629946,1.347994566,5.019721985,3.585114437,9.756807923,40.30532477,1.370170355,4.663743496,1.976418496
1-284293,8318-6102,1-284293,11.20001824,41.47552337,1.468811393,3.781608582,5.806674135,10.96572451,41.31367643,1.434550762,3.50912118,4.23606895,10.72131042,41.09872942,1.427280307,3.49751997,2.601742389
1-284317,8318-12704,1-284317,9.612937958,39.31552383,1.42483151,3.466581345,0.074779484,9.287349213,38.57679321,1.482267737,2.488968372,0.016309662,8.957947616,38.16525152,1.508794427,2.271371841,0.006755856
1-284321,8318-1901,1-284321,10.11684662,39.39302518,1.945492625,-1.317209005,0.013490977,9.713268737,39.04453624,1.984564781,-2.046007156,0.005337181,9.407390599,38.77155192,2.000588179,-2.2231884,0.002865215
1-284329,8318-12702,1-284329,10.62741387,39.79999028,1.627255321,2.218569279,0.17065167,10.29140604,39.28978782,1.622169018,1.947220325,0.071217406,9.970838689,38.972784,1.641984224,1.743240118,0.038858289
1-284335,8318-6103,1-284335,9.486511793,38.76013354,1.623531342,0.092287801,0.007715521,9.065060635,38.35501244,1.668033361,-0.275080144,0.002615019,8.711279217,37.98868334,1.676175952,-0.211651474,0.001054739
1-284349,8318-1902,1-284349,10.34720188,39.39502922,1.831402779,-1.589952588,0.007666572,9.808596627,38.89190722,1.859991908,-1.806721807,0.002485452,9.566285476,38.64857946,1.859991908,-1.806721807,0.001399301
1-284428,8465-12701,1-284428,10.12132383,39.80489145,1.29444468,5.075183868,0.570469448,9.792490378,39.31150257,1.281827807,4.720933914,0.261344203,9.502064231,39.0174156,1.254569173,4.564962387,0.149309528
